#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
KGZ,Kyrgyzstan,103706,Education index,0.724444193,2017
KGZ,Kyrgyzstan,110906,"Unemployment, youth (% ages 15–24)",14.829,2017
KGZ,Kyrgyzstan,111106,International inbound tourists (thousands),421,2017
KGZ,Kyrgyzstan,111306,Private capital flows (% of GDP),1.338244,2017
KGZ,Kyrgyzstan,120606,"Life expectancy at birth, female (years)",75.331,2017
KGZ,Kyrgyzstan,121106,"Life expectancy at birth, male (years)",67.227,2017
KGZ,Kyrgyzstan,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),50.753,2017
KGZ,Kyrgyzstan,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),6.96,2017
KGZ,Kyrgyzstan,123306,"Expected years of schooling, female (years)",13.6522,2017
KGZ,Kyrgyzstan,123406,"Expected years of schooling, male (years)",13.1592,2017
KGZ,Kyrgyzstan,123506,"Estimated gross national income per capita, female (2017 PPP $)",3030.86982,2017
KGZ,Kyrgyzstan,123606,"Estimated gross national income per capita, male (2017 PPP $)",6612.820364,2017
KGZ,Kyrgyzstan,128306,"Prison population (per 100,000 people)",170.8,2017
KGZ,Kyrgyzstan,132706,Population ages 65 and older (millions),0.273141,2017
KGZ,Kyrgyzstan,132806,Population under age 5 (millions),0.798801,2017
KGZ,Kyrgyzstan,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",38.7034,2017
KGZ,Kyrgyzstan,133206,Exports and imports (% of GDP),100.61745,2017
KGZ,Kyrgyzstan,135006,Coefficient of human inequality,9.766666667,2017
KGZ,Kyrgyzstan,136906,"Human Development Index (HDI), female",0.677988061,2017
KGZ,Kyrgyzstan,137006,"Human Development Index (HDI), male",0.705730507,2017
KGZ,Kyrgyzstan,137506,Human Development Index (HDI),0.694,2017
KGZ,Kyrgyzstan,137906,Gender Development Index (GDI),0.960689746,2017
KGZ,Kyrgyzstan,138806,Inequality-adjusted HDI (IHDI),0.625,2017
KGZ,Kyrgyzstan,140606,"Unemployment, total (% of labour force)",6.89,2017
KGZ,Kyrgyzstan,147206,International student mobility (% of total tertiary enrolment),1.46935,2017
KGZ,Kyrgyzstan,147906,Youth not in school or employment (% ages 15-24),21.02,2017
KGZ,Kyrgyzstan,148206,Labour force participation rate (% ages 15 and older),60.204,2017
KGZ,Kyrgyzstan,148306,Employment to population ratio (% ages 15 and older),56.056,2017
KGZ,Kyrgyzstan,149206,Government expenditure on education (% of GDP),6.02619,2017
KGZ,Kyrgyzstan,150606,Employment in agriculture (% of total employment),23.028,2017
KGZ,Kyrgyzstan,150706,Employment in services (% of total employment),53.825,2017
KGZ,Kyrgyzstan,153706,Working poor at PPP$3.20 a day (% of total employment),14.638,2017
KGZ,Kyrgyzstan,164406,Adjusted net savings (% of GNI),7.4494342,2017
KGZ,Kyrgyzstan,169706,Total unemployment rate (female to male ratio),1.593951324,2017
KGZ,Kyrgyzstan,169806,Youth unemployment rate (female to male ratio),1.794801875,2017
KGZ,Kyrgyzstan,170006,Concentration index (exports) (value),0.394989736,2017
KGZ,Kyrgyzstan,174206,"Total debt service (% of exports of goods, services and primary income)",30.176333,2017
KGZ,Kyrgyzstan,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",38.76350711,2017
KGZ,Kyrgyzstan,175706,Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),38.85499954,2017
KGZ,Kyrgyzstan,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",13.26709,2017
KGZ,Kyrgyzstan,177706,Survival rate to the last grade of lower secondary general education (%),97.19105,2017
KGZ,Kyrgyzstan,178306,Gross capital formation (% of GDP),32.902091,2017
KGZ,Kyrgyzstan,179706,Ratio of education and health expenditure to military expenditure,7.317283,2017
KGZ,Kyrgyzstan,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",31.09201,2017
KGZ,Kyrgyzstan,181706,Rural population with access to electricity (%),100,2017
KGZ,Kyrgyzstan,181806,Current health expenditure (% of GDP),6.185863,2017
KGZ,Kyrgyzstan,182106,"Malaria incidence (per 1,000 people at risk)",0,2017
KGZ,Kyrgyzstan,182206,"Tuberculosis incidence (per 100,000 people)",124,2017
KGZ,Kyrgyzstan,182806,Population using safely managed drinking-water services (%),68,2017
KGZ,Kyrgyzstan,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",38.70853,2017
KGZ,Kyrgyzstan,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",61.29147,2017
KGZ,Kyrgyzstan,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",39.40000153,2017
KGZ,Kyrgyzstan,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",2.29634,2017
KGZ,Kyrgyzstan,185306,Percentage of primary schools with access to the internet,41.4,2017
KGZ,Kyrgyzstan,185406,Percentage of secondary schools with access to the internet,43.6,2017
KGZ,Kyrgyzstan,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.43209,2017
KGZ,Kyrgyzstan,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",31.28040348,2017
KGZ,Kyrgyzstan,194906,GDP per capita (2017 PPP $),5046.691535,2017
KGZ,Kyrgyzstan,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.527998057,2017
KGZ,Kyrgyzstan,195706,Gross national income (GNI) per capita (constant 2017 PPP$),4803.232306,2017
KGZ,Kyrgyzstan,195906,"Domestic material consumption per capita, (tonnes)",8.38183,2017
KGZ,Kyrgyzstan,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",6.83,2017
KGZ,Kyrgyzstan,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",0.31,2017
KGZ,Kyrgyzstan,23806,Population with at least some secondary education (% ages 25 and older),98.56,2016
KGZ,Kyrgyzstan,23906,"Population with at least some secondary education, female (% ages 25 and older)",98.68,2016
KGZ,Kyrgyzstan,24006,"Population with at least some secondary education, male (% ages 25 and older)",98.52,2016
KGZ,Kyrgyzstan,24106,"Mean years of schooling, female (years)",10.9454,2016
KGZ,Kyrgyzstan,24206,"Mean years of schooling, male (years)",10.8032,2016
KGZ,Kyrgyzstan,31706,Share of seats in parliament (% held by women),19.16666667,2016
KGZ,Kyrgyzstan,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",41.20425,2016
KGZ,Kyrgyzstan,43006,Vulnerable employment (% of total employment),35.389,2016
KGZ,Kyrgyzstan,43606,"Internet users, total (% of population)",37,2016
KGZ,Kyrgyzstan,44206,Total population (millions),6.074327,2016
KGZ,Kyrgyzstan,45106,Urban population (%),35.9,2016
KGZ,Kyrgyzstan,45806,Primary school teachers trained to teach (%),94.99201,2016
KGZ,Kyrgyzstan,46006,Mobile phone subscriptions (per 100 people),125.339,2016
KGZ,Kyrgyzstan,46106,Primary school dropout rate (% of primary school cohort),2.38778,2016
KGZ,Kyrgyzstan,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",25.03207,2016
KGZ,Kyrgyzstan,48706,"Labour force participation rate (% ages 15 and older), female",48.366,2016
KGZ,Kyrgyzstan,48806,"Labour force participation rate (% ages 15 and older), male",75.475,2016
KGZ,Kyrgyzstan,52306,Research and development expenditure (% of GDP),0.11121,2016
KGZ,Kyrgyzstan,52606,"Remittances, inflows (% of GDP)",29.276105,2016
KGZ,Kyrgyzstan,53506,"Foreign direct investment, net inflows (% of GDP)",9.0886883,2016
KGZ,Kyrgyzstan,57206,"Mortality rate, infant (per 1,000 live births)",18.856107,2016
KGZ,Kyrgyzstan,57506,"Mortality rate, under-five (per 1,000 live births)",21.143414,2016
KGZ,Kyrgyzstan,57806,"Mortality rate, female adult (per 1,000 people)",98.667,2016
KGZ,Kyrgyzstan,57906,"Mortality rate, male adult (per 1,000 people)",220.873,2016
KGZ,Kyrgyzstan,58006,"HIV prevalence, adult (% ages 15-49)",0.2,2016
KGZ,Kyrgyzstan,61006,"Homicide rate (per 100,000 people)",4.395548676,2016
KGZ,Kyrgyzstan,63106,Population ages 15–64 (millions),3.870727,2016
KGZ,Kyrgyzstan,63206,"Gross enrolment ratio, primary (% of primary school-age population)",104.60147,2016
KGZ,Kyrgyzstan,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",93.83472,2016
KGZ,Kyrgyzstan,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",45.11104,2016
KGZ,Kyrgyzstan,64306,"Infants lacking immunization, measles (% of one-year-olds)",3,2016
KGZ,Kyrgyzstan,64406,"Infants lacking immunization, DTP (% of one-year-olds)",3,2016
KGZ,Kyrgyzstan,65606,Gross fixed capital formation (% of GDP),31.79472602,2016
KGZ,Kyrgyzstan,68606,Gender Inequality Index (GII),0.383,2016
KGZ,Kyrgyzstan,69206,Life expectancy at birth (years),71.054,2016
KGZ,Kyrgyzstan,69706,Expected years of schooling (years),12.96703,2016
KGZ,Kyrgyzstan,71406,Inequality-adjusted education index,0.686369457,2016
KGZ,Kyrgyzstan,71506,Inequality-adjusted life expectancy index,0.690213164,2016
KGZ,Kyrgyzstan,71606,Inequality-adjusted income index,0.509476626,2016
KGZ,Kyrgyzstan,73506,Overall loss in HDI due to inequality (%),9.84081042,2016
KGZ,Kyrgyzstan,89006,"Maternal mortality ratio (deaths per 100,000 live births)",63,2016
KGZ,Kyrgyzstan,97306,Natural resource depletion (% of GNI),6.926729532,2016
KGZ,Kyrgyzstan,99106,Net official development assistance received (% of GNI),8.0475056,2016
KGZ,Kyrgyzstan,100806,Forest area (% of total land area),3.279457769,2016
KGZ,Kyrgyzstan,101606,Inequality in education (%),5,2016
KGZ,Kyrgyzstan,101706,Inequality in income (%),12.2,2016
KGZ,Kyrgyzstan,101806,Inequality in life expectancy (%),12.1247,2016
KGZ,Kyrgyzstan,103006,Mean years of schooling (years),10.86896663,2016
KGZ,Kyrgyzstan,103206,Life expectancy index,0.785446154,2016
KGZ,Kyrgyzstan,103606,Income index,0.580269506,2016
KGZ,Kyrgyzstan,103706,Education index,0.722494165,2016
KGZ,Kyrgyzstan,110906,"Unemployment, youth (% ages 15–24)",15.553,2016
KGZ,Kyrgyzstan,111106,International inbound tourists (thousands),321,2016
KGZ,Kyrgyzstan,111306,Private capital flows (% of GDP),-8.39181,2016
KGZ,Kyrgyzstan,112506,"Suicide rate, male (per 100,000 people, age-standardized)",14.8,2016
KGZ,Kyrgyzstan,112606,"Suicide rate, female (per 100,000 people, age-standardized)",3.7,2016
KGZ,Kyrgyzstan,120606,"Life expectancy at birth, female (years)",75.169,2016
KGZ,Kyrgyzstan,121106,"Life expectancy at birth, male (years)",67.107,2016
KGZ,Kyrgyzstan,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),50.09,2016
KGZ,Kyrgyzstan,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),6.84,2016
KGZ,Kyrgyzstan,123306,"Expected years of schooling, female (years)",13.6522,2016
KGZ,Kyrgyzstan,123406,"Expected years of schooling, male (years)",13.1592,2016
KGZ,Kyrgyzstan,123506,"Estimated gross national income per capita, female (2017 PPP $)",3110.33882,2016
KGZ,Kyrgyzstan,123606,"Estimated gross national income per capita, male (2017 PPP $)",6240.44913,2016
KGZ,Kyrgyzstan,128306,"Prison population (per 100,000 people)",170,2016
KGZ,Kyrgyzstan,132706,Population ages 65 and older (millions),0.264752,2016
KGZ,Kyrgyzstan,132806,Population under age 5 (millions),0.795712,2016
KGZ,Kyrgyzstan,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",30.53366,2016
KGZ,Kyrgyzstan,133206,Exports and imports (% of GDP),105.82357,2016
KGZ,Kyrgyzstan,135006,Coefficient of human inequality,9.7749,2016
KGZ,Kyrgyzstan,136906,"Human Development Index (HDI), female",0.67900289,2016
KGZ,Kyrgyzstan,137006,"Human Development Index (HDI), male",0.701897126,2016
KGZ,Kyrgyzstan,137506,Human Development Index (HDI),0.691,2016
KGZ,Kyrgyzstan,137906,Gender Development Index (GDI),0.967382349,2016
KGZ,Kyrgyzstan,138806,Inequality-adjusted HDI (IHDI),0.623,2016
KGZ,Kyrgyzstan,140606,"Unemployment, total (% of labour force)",7.21,2016
KGZ,Kyrgyzstan,147206,International student mobility (% of total tertiary enrolment),1.40054,2016
KGZ,Kyrgyzstan,147906,Youth not in school or employment (% ages 15-24),20.4,2016
KGZ,Kyrgyzstan,148206,Labour force participation rate (% ages 15 and older),61.57,2016
KGZ,Kyrgyzstan,148306,Employment to population ratio (% ages 15 and older),57.131,2016
KGZ,Kyrgyzstan,149206,Government expenditure on education (% of GDP),6.58615,2016
KGZ,Kyrgyzstan,150606,Employment in agriculture (% of total employment),26.79,2016
KGZ,Kyrgyzstan,150706,Employment in services (% of total employment),51.12,2016
KGZ,Kyrgyzstan,153706,Working poor at PPP$3.20 a day (% of total employment),14.363,2016
KGZ,Kyrgyzstan,164406,Adjusted net savings (% of GNI),5.2217839,2016
KGZ,Kyrgyzstan,169706,Total unemployment rate (female to male ratio),1.414144684,2016
KGZ,Kyrgyzstan,169806,Youth unemployment rate (female to male ratio),1.618159009,2016
KGZ,Kyrgyzstan,170006,Concentration index (exports) (value),0.327703755,2016
KGZ,Kyrgyzstan,174206,"Total debt service (% of exports of goods, services and primary income)",18.27389,2016
KGZ,Kyrgyzstan,174506,"Mortality rate attributed to household and ambient air pollution (per 100,000 population, age-standardized)",111,2016
KGZ,Kyrgyzstan,174606,"Mortality rate attributed to unsafe water, sanitation and hygiene services (per 100,000 population)",0.8,2016
KGZ,Kyrgyzstan,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",39.06750813,2016
KGZ,Kyrgyzstan,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",9.55519,2016
KGZ,Kyrgyzstan,177706,Survival rate to the last grade of lower secondary general education (%),95.54178,2016
KGZ,Kyrgyzstan,178306,Gross capital formation (% of GDP),33.939179,2016
KGZ,Kyrgyzstan,179706,Ratio of education and health expenditure to military expenditure,7.363742,2016
KGZ,Kyrgyzstan,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",32.87424,2016
KGZ,Kyrgyzstan,181706,Rural population with access to electricity (%),99.877965,2016
KGZ,Kyrgyzstan,181806,Current health expenditure (% of GDP),6.412482,2016
KGZ,Kyrgyzstan,182106,"Malaria incidence (per 1,000 people at risk)",0,2016
KGZ,Kyrgyzstan,182206,"Tuberculosis incidence (per 100,000 people)",133,2016
KGZ,Kyrgyzstan,182806,Population using safely managed drinking-water services (%),68,2016
KGZ,Kyrgyzstan,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",29.1343,2016
KGZ,Kyrgyzstan,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",70.8657,2016
KGZ,Kyrgyzstan,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",40,2016
KGZ,Kyrgyzstan,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.7808,2016
KGZ,Kyrgyzstan,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",610.4,2016
KGZ,Kyrgyzstan,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",990.2,2016
KGZ,Kyrgyzstan,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.47167,2016
KGZ,Kyrgyzstan,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",29.86482931,2016
KGZ,Kyrgyzstan,194906,GDP per capita (2017 PPP $),4912.382483,2016
KGZ,Kyrgyzstan,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.587055692,2016
KGZ,Kyrgyzstan,195706,Gross national income (GNI) per capita (constant 2017 PPP$),4659.189544,2016
KGZ,Kyrgyzstan,195906,"Domestic material consumption per capita, (tonnes)",8.3451,2016
KGZ,Kyrgyzstan,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",10.33,2016
KGZ,Kyrgyzstan,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",1.48,2016
KGZ,Kyrgyzstan,23806,Population with at least some secondary education (% ages 25 and older),98.7,2015
KGZ,Kyrgyzstan,23906,"Population with at least some secondary education, female (% ages 25 and older)",98.8,2015
KGZ,Kyrgyzstan,24006,"Population with at least some secondary education, male (% ages 25 and older)",98.7,2015
KGZ,Kyrgyzstan,24106,"Mean years of schooling, female (years)",10.9312,2015
KGZ,Kyrgyzstan,24206,"Mean years of schooling, male (years)",10.7037,2015
KGZ,Kyrgyzstan,31706,Share of seats in parliament (% held by women),19.16666667,2015
KGZ,Kyrgyzstan,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",44.018,2015
KGZ,Kyrgyzstan,43006,Vulnerable employment (% of total employment),38.03,2015
KGZ,Kyrgyzstan,43606,"Internet users, total (% of population)",30.247,2015
KGZ,Kyrgyzstan,44206,Total population (millions),5.959126,2015
KGZ,Kyrgyzstan,45106,Urban population (%),35.8,2015
KGZ,Kyrgyzstan,45806,Primary school teachers trained to teach (%),92.78416,2015
KGZ,Kyrgyzstan,46006,Mobile phone subscriptions (per 100 people),127.191,2015
KGZ,Kyrgyzstan,46106,Primary school dropout rate (% of primary school cohort),1.66515,2015
KGZ,Kyrgyzstan,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",26.19366,2015
KGZ,Kyrgyzstan,47906,Median age (years),25.066,2015
KGZ,Kyrgyzstan,48706,"Labour force participation rate (% ages 15 and older), female",49.892,2015
KGZ,Kyrgyzstan,48806,"Labour force participation rate (% ages 15 and older), male",75.529,2015
KGZ,Kyrgyzstan,49006,Sex ratio at birth (male to female births),1.06,2015
KGZ,Kyrgyzstan,52306,Research and development expenditure (% of GDP),0.11903,2015
KGZ,Kyrgyzstan,52606,"Remittances, inflows (% of GDP)",25.271891,2015
KGZ,Kyrgyzstan,53506,"Foreign direct investment, net inflows (% of GDP)",17.131229,2015
KGZ,Kyrgyzstan,57206,"Mortality rate, infant (per 1,000 live births)",19.904146,2015
KGZ,Kyrgyzstan,57506,"Mortality rate, under-five (per 1,000 live births)",22.344501,2015
KGZ,Kyrgyzstan,57806,"Mortality rate, female adult (per 1,000 people)",102.292,2015
KGZ,Kyrgyzstan,57906,"Mortality rate, male adult (per 1,000 people)",229.295,2015
KGZ,Kyrgyzstan,58006,"HIV prevalence, adult (% ages 15-49)",0.2,2015
KGZ,Kyrgyzstan,61006,"Homicide rate (per 100,000 people)",5.118200219,2015
KGZ,Kyrgyzstan,63106,Population ages 15–64 (millions),3.823662,2015
KGZ,Kyrgyzstan,63206,"Gross enrolment ratio, primary (% of primary school-age population)",105.41007,2015
KGZ,Kyrgyzstan,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",91.06977,2015
KGZ,Kyrgyzstan,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",46.66787,2015
KGZ,Kyrgyzstan,64306,"Infants lacking immunization, measles (% of one-year-olds)",1,2015
KGZ,Kyrgyzstan,64406,"Infants lacking immunization, DTP (% of one-year-olds)",1,2015
KGZ,Kyrgyzstan,65606,Gross fixed capital formation (% of GDP),32.58800333,2015
KGZ,Kyrgyzstan,68606,Gender Inequality Index (GII),0.389,2015
KGZ,Kyrgyzstan,69206,Life expectancy at birth (years),70.876,2015
KGZ,Kyrgyzstan,69706,Expected years of schooling (years),13.01056,2015
KGZ,Kyrgyzstan,71406,Inequality-adjusted education index,0.687337111,2015
KGZ,Kyrgyzstan,71506,Inequality-adjusted life expectancy index,0.675976889,2015
KGZ,Kyrgyzstan,71606,Inequality-adjusted income index,0.47685475,2015
KGZ,Kyrgyzstan,73506,Overall loss in HDI due to inequality (%),12.31884058,2015
KGZ,Kyrgyzstan,89006,"Maternal mortality ratio (deaths per 100,000 live births)",66,2015
KGZ,Kyrgyzstan,97306,Natural resource depletion (% of GNI),5.807157748,2015
KGZ,Kyrgyzstan,99106,Net official development assistance received (% of GNI),12.071876,2015
KGZ,Kyrgyzstan,100806,Forest area (% of total land area),3.321167883,2015
KGZ,Kyrgyzstan,101606,Inequality in education (%),5,2015
KGZ,Kyrgyzstan,101706,Inequality in income (%),17.7,2015
KGZ,Kyrgyzstan,101806,Inequality in life expectancy (%),13.6361,2015
KGZ,Kyrgyzstan,103006,Mean years of schooling (years),10.86324913,2015
KGZ,Kyrgyzstan,103206,Life expectancy index,0.782707692,2015
KGZ,Kyrgyzstan,103606,Income index,0.579410389,2015
KGZ,Kyrgyzstan,103706,Education index,0.723512749,2015
KGZ,Kyrgyzstan,110806,"Net migration rate (per 1,000 people)",-3.281,2015
KGZ,Kyrgyzstan,110906,"Unemployment, youth (% ages 15–24)",15.016,2015
KGZ,Kyrgyzstan,111106,International inbound tourists (thousands),402,2015
KGZ,Kyrgyzstan,111306,Private capital flows (% of GDP),-13.17795,2015
KGZ,Kyrgyzstan,112506,"Suicide rate, male (per 100,000 people, age-standardized)",14.5,2015
KGZ,Kyrgyzstan,112606,"Suicide rate, female (per 100,000 people, age-standardized)",3.5,2015
KGZ,Kyrgyzstan,120606,"Life expectancy at birth, female (years)",74.965,2015
KGZ,Kyrgyzstan,121106,"Life expectancy at birth, male (years)",66.942,2015
KGZ,Kyrgyzstan,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),49.092,2015
KGZ,Kyrgyzstan,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),6.756,2015
KGZ,Kyrgyzstan,123306,"Expected years of schooling, female (years)",13.6113,2015
KGZ,Kyrgyzstan,123406,"Expected years of schooling, male (years)",12.922,2015
KGZ,Kyrgyzstan,123506,"Estimated gross national income per capita, female (2017 PPP $)",3155.881657,2015
KGZ,Kyrgyzstan,123606,"Estimated gross national income per capita, male (2017 PPP $)",6140.776932,2015
KGZ,Kyrgyzstan,128306,"Prison population (per 100,000 people)",170.3,2015
KGZ,Kyrgyzstan,132706,Population ages 65 and older (millions),0.258341,2015
KGZ,Kyrgyzstan,132806,Population under age 5 (millions),0.771668,2015
KGZ,Kyrgyzstan,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",27.89131,2015
KGZ,Kyrgyzstan,133206,Exports and imports (% of GDP),110.96157,2015
KGZ,Kyrgyzstan,135006,Coefficient of human inequality,12.11203333,2015
KGZ,Kyrgyzstan,136906,"Human Development Index (HDI), female",0.678589709,2015
KGZ,Kyrgyzstan,137006,"Human Development Index (HDI), male",0.697005836,2015
KGZ,Kyrgyzstan,137506,Human Development Index (HDI),0.69,2015
KGZ,Kyrgyzstan,137906,Gender Development Index (GDI),0.973578231,2015
KGZ,Kyrgyzstan,138806,Inequality-adjusted HDI (IHDI),0.605,2015
KGZ,Kyrgyzstan,140606,"Unemployment, total (% of labour force)",7.56,2015
KGZ,Kyrgyzstan,147206,International student mobility (% of total tertiary enrolment),1.23106,2015
KGZ,Kyrgyzstan,147906,Youth not in school or employment (% ages 15-24),21.42,2015
KGZ,Kyrgyzstan,148206,Labour force participation rate (% ages 15 and older),62.384,2015
KGZ,Kyrgyzstan,148306,Employment to population ratio (% ages 15 and older),57.668,2015
KGZ,Kyrgyzstan,149206,Government expenditure on education (% of GDP),5.98551,2015
KGZ,Kyrgyzstan,150606,Employment in agriculture (% of total employment),29.31,2015
KGZ,Kyrgyzstan,150706,Employment in services (% of total employment),49.79,2015
KGZ,Kyrgyzstan,153706,Working poor at PPP$3.20 a day (% of total employment),18.499,2015
KGZ,Kyrgyzstan,164406,Adjusted net savings (% of GNI),-11.078246,2015
KGZ,Kyrgyzstan,169706,Total unemployment rate (female to male ratio),1.379183861,2015
KGZ,Kyrgyzstan,169806,Youth unemployment rate (female to male ratio),1.521590185,2015
KGZ,Kyrgyzstan,170006,Concentration index (exports) (value),0.453932482,2015
KGZ,Kyrgyzstan,174206,"Total debt service (% of exports of goods, services and primary income)",16.814147,2015
KGZ,Kyrgyzstan,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",38.84829528,2015
KGZ,Kyrgyzstan,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",8.54322,2015
KGZ,Kyrgyzstan,177706,Survival rate to the last grade of lower secondary general education (%),96.9658,2015
KGZ,Kyrgyzstan,178306,Gross capital formation (% of GDP),34.671469,2015
KGZ,Kyrgyzstan,179706,Ratio of education and health expenditure to military expenditure,7.49694,2015
KGZ,Kyrgyzstan,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",22.38635,2015
KGZ,Kyrgyzstan,181706,Rural population with access to electricity (%),99.693558,2015
KGZ,Kyrgyzstan,181806,Current health expenditure (% of GDP),7.149309,2015
KGZ,Kyrgyzstan,182106,"Malaria incidence (per 1,000 people at risk)",0,2015
KGZ,Kyrgyzstan,182206,"Tuberculosis incidence (per 100,000 people)",136,2015
KGZ,Kyrgyzstan,182806,Population using safely managed drinking-water services (%),66,2015
KGZ,Kyrgyzstan,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",30.17125,2015
KGZ,Kyrgyzstan,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",69.82875,2015
KGZ,Kyrgyzstan,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",38.5,2015
KGZ,Kyrgyzstan,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.89905,2015
KGZ,Kyrgyzstan,185006,Degraded land (% of total land area),24,2015
KGZ,Kyrgyzstan,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",624,2015
KGZ,Kyrgyzstan,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",980.4,2015
KGZ,Kyrgyzstan,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.52375,2015
KGZ,Kyrgyzstan,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",28.62374497,2015
KGZ,Kyrgyzstan,194906,GDP per capita (2017 PPP $),4805.141092,2015
KGZ,Kyrgyzstan,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.724667111,2015
KGZ,Kyrgyzstan,195706,Gross national income (GNI) per capita (constant 2017 PPP$),4632.765992,2015
KGZ,Kyrgyzstan,195906,"Domestic material consumption per capita, (tonnes)",8.30859,2015
KGZ,Kyrgyzstan,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",9.43,2015
KGZ,Kyrgyzstan,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",0.33,2015
KGZ,Kyrgyzstan,23806,Population with at least some secondary education (% ages 25 and older),98.086,2014
KGZ,Kyrgyzstan,23906,"Population with at least some secondary education, female (% ages 25 and older)",97.942,2014
KGZ,Kyrgyzstan,24006,"Population with at least some secondary education, male (% ages 25 and older)",98.312,2014
KGZ,Kyrgyzstan,24106,"Mean years of schooling, female (years)",10.9312,2014
KGZ,Kyrgyzstan,24206,"Mean years of schooling, male (years)",10.6735,2014
KGZ,Kyrgyzstan,31706,Share of seats in parliament (% held by women),23.33333333,2014
KGZ,Kyrgyzstan,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",41.1636,2014
KGZ,Kyrgyzstan,43006,Vulnerable employment (% of total employment),41.363,2014
KGZ,Kyrgyzstan,43606,"Internet users, total (% of population)",28.3,2014
KGZ,Kyrgyzstan,44206,Total population (millions),5.844521,2014
KGZ,Kyrgyzstan,45106,Urban population (%),35.6,2014
KGZ,Kyrgyzstan,45806,Primary school teachers trained to teach (%),93.03057,2014
KGZ,Kyrgyzstan,46006,Mobile phone subscriptions (per 100 people),129.411,2014
KGZ,Kyrgyzstan,46106,Primary school dropout rate (% of primary school cohort),3.28245,2014
